CPU	Núcleos	Processadores	Dimensões da variável independente	Dimensões da variável dependente	Conjunto de treinamento	Conjunto de teste	Threads	Tempo gasto	RMSE
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	4	4	131072	8192	29	98.786329	0.005751
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	4	4	131072	8192	29	98.541141	0.005751
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	4	4	131072	8192	29	99.953527	0.005751
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	4	4	131072	8192	29	101.223479	0.005751
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	4	4	131072	8192	29	96.276434	0.005751
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	4	4	131072	8192	29	97.463594	0.005751
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	4	4	131072	8192	29	97.530313	0.005751
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	4	4	131072	8192	29	97.172437	0.005751
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	4	4	131072	8192	29	97.317211	0.005751
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	4	4	131072	8192	29	103.542769	0.005751
