CPU	Núcleos	Processadores	Dimensões da variável independente	Dimensões da variável dependente	Conjunto de treinamento	Conjunto de teste	Threads	Tempo gasto	RMSE
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	4	4	1048576	8192	24	614.428404	0.003298
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	4	4	1048576	8192	24	619.273449	0.003298
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	4	4	1048576	8192	24	650.162010	0.003298
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	4	4	1048576	8192	24	629.030428	0.003298
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	4	4	1048576	8192	24	614.364462	0.003298
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	4	4	1048576	8192	24	617.945572	0.003298
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	4	4	1048576	8192	24	637.120001	0.003298
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	4	4	1048576	8192	24	620.384946	0.003298
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	4	4	1048576	8192	24	614.610885	0.003298
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	4	4	1048576	8192	24	608.597379	0.003298
