CPU	Núcleos	Processadores	Dimensões da variável independente	Dimensões da variável dependente	Conjunto de treinamento	Conjunto de teste	Threads	Tempo gasto	RMSE
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	2	1	490000	8192	8	150.327193	0.017340
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	2	1	490000	8192	8	148.152988	0.017340
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	2	1	490000	8192	8	147.786550	0.017340
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	2	1	490000	8192	8	148.939517	0.017340
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	2	1	490000	8192	8	148.160496	0.017340
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	2	1	490000	8192	8	149.035466	0.017340
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	2	1	490000	8192	8	149.467622	0.017340
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	2	1	490000	8192	8	146.965664	0.017340
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	2	1	490000	8192	8	148.911552	0.017340
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	2	1	490000	8192	8	148.801588	0.017340
