CPU	Núcleos	Processadores	Dimensões da variável independente	Dimensões da variável dependente	Conjunto de treinamento	Conjunto de teste	Threads	Tempo gasto	RMSE
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	4	4	131072	8192	26	119.775695	0.005750
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	4	4	131072	8192	26	119.813114	0.005750
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	4	4	131072	8192	26	119.046121	0.005750
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	4	4	131072	8192	26	118.691984	0.005750
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	4	4	131072	8192	26	117.994826	0.005750
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	4	4	131072	8192	26	117.499164	0.005750
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	4	4	131072	8192	26	116.518582	0.005750
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	4	4	131072	8192	26	119.615180	0.005750
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	4	4	131072	8192	26	117.940949	0.005750
Intel(R) Xeon(R) CPU E5-2690 v2 @ 3.00GHz	10	40	4	4	131072	8192	26	119.513903	0.005750
